total_mass_source chirp_mass_source mass_ratio chi_eff
3.3009 1.4287 0.8234 0.0231
3.2890 1.4313 0.9620 0.0201
3.3050 1.4373 0.9246 0.0002
3.3340 1.4458 0.8538 0.0091
3.2933 1.4273 0.8434 0.0251
3.2912 1.4317 0.9392 0.0052
3.2973 1.4272 0.8239 0.0188
3.3639 1.4581 0.8462 0.0164
3.3037 1.4364 0.9162 0.0021
3.2863 1.4223 0.8227 0.0116
3.2836 1.4284 0.9379 0.0119
3.2599 1.4179 0.9316 0.0027
3.3423 1.4539 0.9357 0.0129
3.3061 1.4384 0.9458 0.0055
3.3755 1.4560 0.7821 0.0246
3.3192 1.4418 0.8897 0.0081
3.2910 1.4272 0.8549 0.0209
3.3049 1.4358 0.8939 0.0183
3.3107 1.4391 0.9086 0.0084
3.3120 1.4414 0.9705 0.0211
3.3026 1.4369 0.9448 0.0201
3.3294 1.4480 0.9292 0.0163
3.3118 1.4415 0.9989 0.0052
3.3604 1.4371 0.7091 0.0253
3.3251 1.4470 0.9622 0.0181
3.2863 1.4294 0.9324 0.0122
3.2246 1.4031 0.9528 0.0108
3.3609 1.4594 0.8813 0.0134
3.3459 1.4458 0.8014 0.0177
3.2787 1.4268 0.9606 0.0072
3.3029 1.4359 0.9125 0.0024
3.2668 1.4112 0.7981 0.0157
3.3047 1.4375 0.9362 0.0089
3.3643 1.4522 0.7897 0.0284
3.3069 1.4270 0.7865 0.0201
3.2722 1.4139 0.8012 0.0182
3.3562 1.4587 0.9060 0.0021
3.3322 1.4494 0.9329 0.0041
3.3020 1.4301 0.8331 0.0130
3.3278 1.4372 0.7951 0.0114
3.2879 1.4309 0.9677 -0.0011
3.2849 1.4298 0.9820 0.0001
3.2517 1.4079 0.8289 0.0123
3.2929 1.4291 0.8690 0.0109
3.2816 1.4229 0.8524 0.0272
3.3082 1.4380 0.9088 0.0118
3.3182 1.4443 0.9868 0.0165
3.3364 1.4461 0.8455 0.0018
3.3247 1.4330 0.7740 0.0223
3.3268 1.4416 0.8409 0.0245
3.4004 1.4416 0.6565 0.0380
3.2364 1.4081 0.9459 0.0219
3.3407 1.4540 0.9805 0.0090
3.3276 1.4375 0.7984 0.0196
3.2862 1.4269 0.8806 0.0022
3.3148 1.4427 0.9710 0.0180
3.3205 1.4452 0.9761 0.0013
3.2509 1.4150 0.9900 0.0161
3.2826 1.4224 0.8406 0.0118
3.3286 1.4489 0.9924 0.0179
3.2710 1.4212 0.8945 0.0138
3.2760 1.4233 0.8943 0.0186
3.2716 1.4240 0.9955 0.0159
3.3179 1.4440 0.9693 -0.0019
3.2976 1.4334 0.9091 0.0156
3.3196 1.4317 0.7801 0.0118
3.3250 1.4343 0.7820 0.0138
3.3259 1.4476 0.9774 -0.0006
3.2825 1.4245 0.8682 0.0168
3.2879 1.4309 0.9681 0.0046
3.3595 1.4582 0.8713 0.0211
3.3008 1.4366 0.9746 0.0105
3.3023 1.4337 0.8773 0.0141
3.3036 1.4353 0.8948 0.0056
3.3559 1.4565 0.8694 0.0056
3.3513 1.4413 0.7531 0.0112
3.3410 1.4528 0.9201 -0.0036
3.3049 1.4374 0.9285 0.0124
3.2915 1.4296 0.8872 0.0047
3.3438 1.4552 0.9629 0.0061
3.3561 1.4235 0.6589 0.0249
3.2748 1.4233 0.9049 0.0192
3.3496 1.4562 0.9133 0.0045
3.2874 1.4262 0.8618 -0.0011
3.3634 1.4609 0.8880 0.0219
3.2743 1.4222 0.8880 0.0226
3.2888 1.4308 0.9429 0.0140
3.3631 1.4438 0.7377 0.0165
3.2593 1.4187 0.9973 -0.0009
3.3424 1.4548 0.9838 0.0039
3.2793 1.4269 0.9538 0.0212
3.3138 1.4403 0.9045 0.0144
3.2897 1.4238 0.8230 0.0087
3.3296 1.4492 0.9790 0.0208
3.3428 1.4308 0.7147 0.0272
3.3093 1.4378 0.8941 0.0078
3.3293 1.4457 0.8820 0.0024
3.2855 1.4296 0.9548 0.0041
3.3755 1.4616 0.8297 0.0157
3.3792 1.4504 0.7362 0.0115
3.3543 1.4534 0.8397 0.0128
3.3158 1.4355 0.8272 0.0165
3.3029 1.4374 0.9669 -0.0035
3.3151 1.4397 0.8832 0.0169
3.3433 1.4543 0.9354 0.0156
3.3004 1.4347 0.9115 0.0105
3.3110 1.4304 0.7989 0.0145
3.3516 1.4570 0.9126 0.0207
3.3040 1.4374 0.9404 0.0088
3.3533 1.4438 0.7638 0.0234
3.3513 1.4543 0.8674 0.0091
3.3436 1.4547 0.9456 0.0042
3.3017 1.4303 0.8363 0.0202
3.3306 1.4453 0.8676 0.0097
3.3153 1.4197 0.7185 0.0212
3.3393 1.4532 0.9632 -0.0103
3.3198 1.4444 0.9461 0.0092
3.2700 1.4201 0.8843 0.0069
3.2960 1.4261 0.8184 0.0251
3.3738 1.4561 0.7878 0.0122
3.2685 1.4221 0.9486 -0.0033
3.2601 1.4162 0.8908 0.0210
3.2956 1.4235 0.7969 0.0234
3.2822 1.4240 0.8622 0.0166
3.2319 1.4067 0.9832 0.0173
3.3035 1.4252 0.7835 0.0138
3.3833 1.4345 0.6571 0.0250
3.3010 1.4276 0.8126 0.0168
3.3987 1.4630 0.7611 0.0157
3.2744 1.4234 0.9102 0.0074
3.3279 1.4484 0.9704 0.0134
3.2570 1.4166 0.9294 0.0081
3.3143 1.4401 0.8973 0.0110
3.2741 1.4249 0.9693 0.0029
3.2645 1.4200 0.9350 0.0001
3.3366 1.4511 0.9273 0.0009
3.2529 1.4145 0.9222 0.0166
3.2946 1.4340 0.9874 0.0115
3.3180 1.4276 0.7569 0.0153
3.3080 1.4322 0.8276 0.0035
3.3153 1.4142 0.6920 0.0162
3.2685 1.4212 0.9194 0.0099
3.2756 1.4208 0.8582 0.0152
3.3040 1.4294 0.8172 0.0013
3.3181 1.4363 0.8256 0.0096
3.2715 1.4227 0.9241 0.0036
3.2791 1.4198 0.8291 0.0077
3.2360 1.4067 0.9099 0.0049
3.2886 1.4162 0.7650 0.0052
3.3014 1.4305 0.8395 0.0282
3.3099 1.4364 0.8683 0.0112
3.2616 1.4182 0.9192 0.0102
3.3035 1.4371 0.9402 0.0022
3.2920 1.4328 0.9749 0.0036
3.2937 1.4274 0.8421 0.0160
3.3437 1.4470 0.8215 0.0087
3.3130 1.4412 0.9375 0.0058
3.3363 1.4395 0.7849 0.0293
3.2904 1.4293 0.8893 0.0059
3.2435 1.4107 0.9305 0.0051
3.3579 1.4501 0.7950 0.0130
3.3261 1.4475 0.9637 0.0025
3.3173 1.4423 0.9171 0.0115
3.2799 1.4247 0.8883 0.0036
3.3025 1.4353 0.9049 0.0053
3.3392 1.4518 0.9172 0.0054
3.3203 1.4434 0.9123 0.0145
3.3095 1.4288 0.7915 0.0145
3.3063 1.4325 0.8391 0.0136
3.2712 1.4233 0.9488 0.0065
3.2776 1.4226 0.8704 0.0055
3.3221 1.4413 0.8623 0.0180
3.2974 1.4224 0.7822 0.0135
3.3640 1.4524 0.7919 0.0109
3.2957 1.4317 0.8924 0.0012
3.4740 1.4657 0.6325 0.0312
3.2639 1.4207 0.9951 0.0041
3.3668 1.4391 0.7055 0.0251
3.2905 1.4322 0.9779 0.0055
3.3127 1.4379 0.8718 0.0066
3.2679 1.4214 0.9347 0.0013
3.2986 1.4352 0.9483 0.0026
3.3172 1.4251 0.7434 0.0222
3.2992 1.4296 0.8404 0.0262
3.2687 1.4228 0.9990 0.0114
3.2633 1.4185 0.9090 0.0050
3.2684 1.4188 0.8742 0.0118
3.3180 1.4440 0.9657 0.0114
3.2714 1.4213 0.8937 0.0188
3.3682 1.4411 0.7122 0.0177
3.3007 1.4340 0.8935 0.0052
3.3208 1.4438 0.9167 0.0190
3.3752 1.4527 0.7603 0.0181
3.3585 1.4540 0.8267 0.0086
3.3483 1.4519 0.8529 0.0155
3.3064 1.4389 0.9658 0.0136
3.2956 1.4342 0.9614 0.0084
3.2428 1.4098 0.9133 0.0135
3.3594 1.4620 0.9637 0.0015
3.2894 1.4297 0.9067 0.0131
3.3371 1.4523 0.9672 -0.0010
3.2952 1.4339 0.9587 0.0030
3.3382 1.4499 0.8870 0.0073
3.2565 1.4141 0.8818 0.0111
3.2848 1.4297 0.9794 0.0063
3.2850 1.4287 0.9293 0.0311
3.3309 1.4404 0.8114 0.0145
3.3472 1.4546 0.9019 0.0158
3.3549 1.4452 0.7680 0.0152
3.3082 1.4391 0.9388 0.0257
3.3387 1.4506 0.8952 0.0108
3.3251 1.4473 0.9972 0.0143
3.2781 1.4269 0.9924 0.0052
3.2503 1.4116 0.8858 0.0205
3.3154 1.4343 0.8165 0.0091
3.3151 1.4370 0.8466 0.0213
3.3396 1.4457 0.8259 0.0187
3.3309 1.4386 0.7956 0.0290
3.3077 1.4352 0.8642 0.0033
3.2965 1.4348 0.9833 0.0108
3.2705 1.4199 0.8772 0.0189
3.3280 1.4479 0.9441 0.0060
3.3326 1.4411 0.8112 0.0236
3.3490 1.4527 0.8589 0.0179
3.3132 1.4390 0.8865 0.0115
3.3394 1.4534 0.9738 -0.0024
3.2635 1.4182 0.9007 0.0163
3.2842 1.4279 0.9163 0.0231
3.3095 1.4379 0.8961 0.0228
3.3397 1.4537 0.9938 0.0038
3.3536 1.4450 0.7705 0.0165
3.3559 1.4400 0.7340 0.0098
3.2761 1.4233 0.8924 0.0177
3.3126 1.4407 0.9285 -0.0052
3.3273 1.4343 0.7756 0.0262
3.3736 1.4679 0.9510 -0.0002
3.2839 1.4248 0.8638 0.0126
3.3063 1.4384 0.9412 0.0043
3.3631 1.4531 0.8005 0.0134
3.3222 1.4422 0.8751 0.0053
3.2565 1.4154 0.9045 -0.0015
3.3377 1.4482 0.8644 0.0006
3.3497 1.4574 0.9455 0.0129
3.3077 1.4201 0.7385 0.0169
3.2399 1.4101 0.9722 0.0063
3.2911 1.4311 0.9219 0.0010
3.2832 1.4291 0.9990 -0.0018
3.3080 1.4399 0.9941 0.0257
3.3180 1.4438 0.9545 -0.0021
3.3506 1.4530 0.8534 0.0158
3.2860 1.4293 0.9353 0.0128
3.2845 1.4294 0.9679 0.0219
3.3505 1.4538 0.8647 0.0236
3.2885 1.4295 0.9105 0.0216
3.4257 1.4639 0.7040 0.0305
3.3235 1.4381 0.8193 0.0055
3.2560 1.4164 0.9368 0.0127
3.3408 1.4492 0.8599 0.0244
3.3203 1.4443 0.9353 0.0116
3.3434 1.4500 0.8563 0.0199
3.3052 1.4387 0.9903 0.0100
3.2794 1.4274 0.9841 0.0073
3.3300 1.4490 0.9529 0.0037
3.3415 1.4533 0.9304 0.0161
3.3014 1.4358 0.9273 0.0076
3.3368 1.4511 0.9265 0.0081
3.2334 1.4060 0.9221 0.0054
3.2950 1.4310 0.8840 0.0121
3.2801 1.4268 0.9357 0.0063
3.3136 1.4364 0.8476 0.0154
3.3000 1.4276 0.8168 0.0028
3.2741 1.4251 0.9896 0.0023
3.2722 1.4222 0.9061 0.0122
3.2862 1.4137 0.7557 0.0186
3.3053 1.4312 0.8296 0.0095
3.2738 1.4228 0.9028 -0.0056
3.2473 1.4135 0.9989 0.0142
3.2615 1.4196 0.9852 0.0176
3.3073 1.4396 0.9972 0.0033
3.3016 1.4367 0.9583 0.0124
3.2702 1.4234 0.9971 0.0095
3.3239 1.4327 0.7741 0.0323
3.3357 1.4397 0.7883 0.0125
3.3235 1.4456 0.9321 0.0155
3.2922 1.4303 0.8932 0.0002
3.2660 1.4215 0.9768 0.0086
3.3091 1.4379 0.8978 0.0134
3.2616 1.4165 0.8852 0.0024
3.3091 1.4379 0.8983 0.0104
3.2562 1.4152 0.9055 0.0071
3.2863 1.4304 0.9950 0.0196
3.3208 1.4453 0.9756 0.0154
3.3359 1.4513 0.9424 0.0204
3.3298 1.4475 0.9100 -0.0022
3.2376 1.4090 0.9693 0.0127
3.2926 1.4332 0.9984 0.0106
3.2905 1.4195 0.7831 0.0135
3.3177 1.4386 0.8519 0.0239
3.3205 1.4386 0.8377 0.0164
3.3350 1.4511 0.9526 0.0027
3.3564 1.4366 0.7151 0.0266
3.3364 1.4492 0.8889 0.0262
3.3159 1.4372 0.8446 0.0183
3.3127 1.4409 0.9327 0.0123
3.2770 1.4217 0.8614 0.0221
3.3753 1.4529 0.7612 0.0131
3.2564 1.4174 0.9879 -0.0052
3.3740 1.4560 0.7864 0.0045
3.3863 1.4566 0.7546 0.0158
3.3158 1.4368 0.8407 0.0319
3.3029 1.4317 0.8468 0.0125
3.2748 1.4254 0.9852 0.0257
3.3389 1.4491 0.8698 0.0095
3.3134 1.4291 0.7806 0.0178
3.3358 1.4482 0.8773 0.0164
3.3325 1.4449 0.8507 0.0161
3.3288 1.4430 0.8475 -0.0007
3.3296 1.4457 0.8789 0.0101
3.3385 1.4496 0.8804 0.0129
3.2749 1.4130 0.7849 0.0122
3.2965 1.4316 0.8837 0.0063
3.2927 1.4289 0.8671 0.0139
3.2707 1.4237 0.9999 0.0037
3.3204 1.4415 0.8751 0.0329
3.3346 1.4481 0.8822 0.0036
3.3226 1.4409 0.8545 0.0122
3.2827 1.4283 0.9485 -0.0010
3.2979 1.4354 0.9823 0.0154
3.3363 1.4461 0.8460 0.0083
3.3000 1.4242 0.7875 0.0192
3.2957 1.4296 0.8588 0.0124
3.3046 1.4245 0.7750 0.0166
3.3607 1.4601 0.8946 0.0216
3.2649 1.4178 0.8818 0.0084
3.2819 1.4242 0.8664 0.0008
3.2766 1.4252 0.9338 0.0149
3.3289 1.4367 0.7878 0.0017
3.2578 1.4179 0.9772 -0.0029
3.2583 1.4182 0.9937 0.0150
3.3430 1.4485 0.8396 0.0130
3.3067 1.4392 0.9796 0.0137
3.3626 1.4501 0.7793 0.0158
3.2764 1.4220 0.8703 0.0159
3.3050 1.4381 0.9561 0.0030
3.2944 1.4328 0.9303 0.0064
3.3247 1.4472 0.9967 0.0079
3.2741 1.4130 0.7871 0.0236
3.3063 1.4267 0.7858 -0.0011
3.3367 1.4470 0.8541 0.0228
3.2837 1.4234 0.8467 0.0268
3.3282 1.4452 0.8803 0.0188
3.2933 1.4331 0.9618 0.0182
3.3187 1.4415 0.8881 -0.0001
3.3168 1.4346 0.8144 0.0141
3.3127 1.4292 0.7836 0.0161
3.2891 1.4284 0.8839 0.0167
3.4028 1.4782 0.8919 0.0076
3.3267 1.4393 0.8177 0.0245
3.3207 1.4424 0.8882 0.0097
3.3038 1.4345 0.8793 0.0167
3.3413 1.4544 0.9998 0.0041
3.2863 1.4299 0.9494 0.0148
3.3064 1.4320 0.8327 0.0170
3.2853 1.4216 0.8206 0.0212
3.3267 1.4394 0.8194 0.0119
3.2500 1.4066 0.8224 0.0220
3.2644 1.4203 0.9494 0.0060
3.2814 1.4280 0.9660 0.0148
3.2363 1.4087 0.9998 -0.0096
3.3143 1.4232 0.7398 0.0291
3.2494 1.4138 0.9476 0.0012
3.3330 1.4412 0.8100 0.0150
3.3303 1.4185 0.6831 0.0331
3.3677 1.4554 0.8037 -0.0015
3.3219 1.4450 0.9368 0.0172
3.3125 1.4365 0.8538 0.0172
3.2746 1.4236 0.9129 0.0067
3.3121 1.4335 0.8231 0.0071
3.2940 1.4263 0.8294 0.0019
3.3030 1.4346 0.8865 -0.0024
3.3317 1.4499 0.9645 0.0083
3.2938 1.4336 0.9732 0.0174
3.2918 1.4327 0.9712 0.0038
3.3327 1.4365 0.7744 0.0175
3.2584 1.4176 0.9461 0.0126
3.3260 1.4477 0.9813 0.0077
3.3447 1.4559 0.9958 0.0122
3.2534 1.4066 0.8084 0.0087
3.3582 1.4581 0.8784 0.0178
3.2892 1.4304 0.9245 0.0226
3.2697 1.4173 0.8464 0.0104
3.2963 1.4345 0.9612 0.0112
3.3096 1.4366 0.8724 0.0044
3.3542 1.4294 0.6863 0.0241
3.3282 1.4328 0.7625 0.0291
3.2846 1.4292 0.9537 0.0054
3.2828 1.4199 0.8140 0.0095
3.2619 1.4141 0.8488 0.0207
3.3409 1.4501 0.8709 0.0062
3.2892 1.4277 0.8715 -0.0060
3.3118 1.4349 0.8389 0.0217
3.3129 1.4420 0.9900 0.0238
3.3854 1.4440 0.6914 0.0335
3.2378 1.4090 0.9633 0.0176
3.2827 1.4216 0.8312 0.0085
3.2882 1.4259 0.8537 0.0108
3.3287 1.4280 0.7320 0.0128
3.3225 1.4400 0.8442 0.0150
3.2838 1.4181 0.7951 0.0147
3.2885 1.4294 0.9075 0.0020
3.3281 1.4421 0.8401 0.0115
3.3221 1.4457 0.9603 0.0121
3.3700 1.4631 0.8767 0.0222
3.2985 1.4343 0.9211 0.0244
3.3156 1.4344 0.8167 0.0239
3.3079 1.4371 0.8921 0.0216
3.3291 1.4468 0.9022 0.0018
3.3247 1.4466 0.9492 -0.0010
3.3044 1.4363 0.9077 0.0084
3.3149 1.4306 0.7875 0.0027
3.2906 1.4250 0.8311 0.0075
3.3133 1.4392 0.8890 0.0007
3.3144 1.4423 0.9589 0.0209
3.2978 1.4315 0.8725 0.0206
3.3041 1.4380 0.9741 0.0030
3.3468 1.4287 0.6971 0.0204
3.3538 1.4598 0.9998 0.0220
3.2705 1.4234 0.9732 0.0089
3.3540 1.4598 0.9779 0.0179
3.3202 1.4440 0.9295 0.0071
3.3094 1.4341 0.8420 0.0135
3.3011 1.4366 0.9676 0.0250
3.3232 1.4464 0.9803 0.0084
3.3409 1.4483 0.8477 0.0137
3.3527 1.4544 0.8598 0.0079
3.2850 1.4298 0.9848 0.0064
3.2965 1.4213 0.7772 0.0184
3.3038 1.4375 0.9493 0.0102
3.2989 1.4342 0.9134 -0.0039
3.2839 1.4278 0.9174 0.0291
3.3377 1.4464 0.8421 0.0107
3.3660 1.4398 0.7103 0.0347
3.3423 1.4548 0.9962 0.0110
3.3558 1.4588 0.9110 0.0159
3.2747 1.4254 0.9975 0.0020
3.3185 1.4347 0.8082 0.0021
3.3243 1.4356 0.7945 0.0138
3.2963 1.4185 0.7585 0.0159
3.3045 1.4349 0.8812 0.0129
3.3088 1.4385 0.9139 0.0206
3.3092 1.4403 0.9754 -0.0005
3.3081 1.4321 0.8267 0.0235
3.3132 1.4184 0.7165 0.0283
3.3825 1.4650 0.8336 0.0155
3.3400 1.4532 0.9477 -0.0019
3.3691 1.4645 0.9082 0.0302
3.3498 1.4558 0.9024 0.0178
3.2622 1.4182 0.9124 0.0078
3.3310 1.4372 0.7847 0.0164
3.2680 1.4194 0.8865 0.0082
3.3010 1.4308 0.8454 0.0181
3.2970 1.4261 0.8143 0.0026
3.2850 1.4286 0.9256 0.0010
3.2613 1.4183 0.9264 0.0081
3.2721 1.4226 0.9152 0.0056
3.2955 1.4320 0.8979 0.0014
3.2727 1.4228 0.9140 0.0189
3.2867 1.4293 0.9236 0.0152
3.2773 1.4248 0.9144 0.0077
3.2891 1.4260 0.8503 0.0228
3.3094 1.4391 0.9239 -0.0007
3.3363 1.4504 0.9121 0.0019
3.3156 1.4379 0.8550 0.0138
3.3031 1.4377 0.9789 0.0174
3.3599 1.4605 0.9083 0.0015
3.2636 1.4163 0.8684 0.0110
3.3329 1.4486 0.9047 0.0133
3.3276 1.4483 0.9808 0.0249
3.2869 1.4277 0.8885 0.0057
3.2915 1.4306 0.9046 0.0084
3.2847 1.4283 0.9212 0.0190
3.3670 1.4557 0.8087 0.0004
3.3444 1.4465 0.8134 0.0113
3.3054 1.4339 0.8598 0.0104
3.3262 1.4478 0.9888 0.0099
3.3316 1.4476 0.8962 0.0187
3.2606 1.4175 0.9128 0.0018
3.3322 1.4414 0.8157 0.0022
3.2688 1.4228 0.9971 -0.0082
3.3805 1.4616 0.8090 0.0154
3.3070 1.4394 0.9783 0.0101
3.3077 1.4177 0.7252 0.0233
3.3320 1.4502 0.9733 -0.0021
3.2569 1.4161 0.9193 -0.0019
3.2929 1.4331 0.9715 0.0102
3.3666 1.4326 0.6773 0.0277
3.2840 1.4280 0.9215 0.0086
3.2688 1.4225 0.9624 0.0028
3.3503 1.4385 0.7390 0.0141
3.2845 1.4204 0.8117 0.0234
3.3282 1.4297 0.7431 0.0333
3.3241 1.4469 0.9932 0.0123
3.2736 1.4187 0.8429 0.0063
3.2732 1.4244 0.9611 -0.0005
3.2904 1.4303 0.9091 0.0115
3.3166 1.4425 0.9308 0.0132
3.3129 1.4243 0.7503 0.0257
3.3192 1.4416 0.8855 0.0150
3.3570 1.4455 0.7638 0.0178
3.2947 1.4334 0.9445 0.0059
3.2830 1.4264 0.8950 0.0118
3.2857 1.4293 0.9361 0.0136
3.2781 1.4263 0.9508 -0.0082
3.2837 1.4210 0.8208 0.0058
3.2727 1.4233 0.9277 0.0042
3.2627 1.4199 0.9658 -0.0018
3.3393 1.4523 0.9279 0.0116
3.3551 1.4600 0.9573 0.0162
3.3632 1.4637 0.9683 0.0056
3.3329 1.4411 0.8095 0.0188
3.2874 1.4236 0.8310 0.0173
3.3712 1.4674 0.9972 0.0144
3.3145 1.4427 0.9800 0.0055
3.3141 1.4403 0.9023 0.0091
3.3768 1.4594 0.8042 0.0160
3.3426 1.4515 0.8818 0.0072
3.2969 1.4290 0.8459 0.0137
3.2876 1.4308 0.9733 0.0023
3.3100 1.4403 0.9553 0.0050
3.3383 1.4470 0.8459 0.0073
3.2754 1.4250 0.9430 0.0185
3.3030 1.4365 0.9282 0.0135
3.3274 1.4440 0.8689 0.0092
3.3467 1.4517 0.8588 0.0186
3.3526 1.4570 0.9019 0.0178
3.3494 1.4567 0.9268 0.0042
3.3312 1.4480 0.9079 -0.0001
3.2737 1.4243 0.9468 0.0251
3.2499 1.4141 0.9510 0.0132
3.2459 1.4129 0.9959 0.0147
3.2564 1.4109 0.8386 0.0163
3.2716 1.4238 0.9668 0.0121
3.3035 1.4279 0.8058 0.0062
3.2808 1.4256 0.8993 0.0172
3.3495 1.4451 0.7839 0.0059
3.3020 1.4310 0.8429 0.0108
3.2764 1.4252 0.9350 0.0229
3.3174 1.4273 0.7567 0.0128
3.3226 1.4459 0.9584 0.0134
3.3277 1.4314 0.7546 0.0087
3.2882 1.4198 0.7927 0.0235
3.3638 1.4367 0.7001 0.0205
3.3019 1.4336 0.8785 0.0129
3.3106 1.4408 0.9655 0.0150
3.2910 1.4321 0.9581 0.0191
3.3436 1.4482 0.8335 0.0055
3.3475 1.4562 0.9377 0.0103
3.2232 1.4029 0.9828 0.0069
3.3618 1.4484 0.7695 0.0238
3.3810 1.4492 0.7255 0.0092
3.3175 1.4433 0.9428 0.0117
3.3769 1.4409 0.6937 0.0230
3.3214 1.4416 0.8707 0.0203
3.2956 1.4217 0.7831 0.0159
3.2942 1.4337 0.9724 0.0172
3.3130 1.4420 0.9854 0.0114
3.3145 1.4316 0.7968 0.0085
3.3277 1.4420 0.8406 0.0032
3.3608 1.4379 0.7118 0.0259
3.2880 1.4272 0.8717 0.0078
3.3733 1.4679 0.9611 0.0019
3.3515 1.4524 0.8418 0.0151
3.2902 1.4284 0.8763 -0.0040
3.3179 1.4397 0.8648 0.0145
3.2782 1.4254 0.9198 0.0049
3.2759 1.4258 0.9744 0.0171
3.3313 1.4498 0.9655 0.0145
3.3033 1.4374 0.9581 0.0135
3.2937 1.4314 0.9033 0.0112
3.3586 1.4579 0.8733 0.0163
3.3217 1.4451 0.9431 0.0208
3.3542 1.4596 0.9612 0.0118
3.3172 1.4271 0.7562 0.0162
3.3054 1.4316 0.8328 0.0109
3.2548 1.4155 0.9264 0.0064
3.3335 1.4508 0.9699 0.0016
3.2607 1.4188 0.9541 0.0176
3.3849 1.4661 0.8339 0.0167
3.2998 1.4358 0.9516 0.0186
3.2914 1.4317 0.9366 0.0094
3.3412 1.4537 0.9491 -0.0006
3.2593 1.4186 0.9852 0.0062
3.2605 1.4190 0.9725 0.0086
3.2716 1.4217 0.9011 0.0277
3.3398 1.4522 0.9184 0.0118
3.2428 1.4106 0.9363 0.0023
3.3066 1.4367 0.8952 0.0070
3.3426 1.4545 0.9539 0.0105
3.2995 1.4353 0.9391 0.0125
3.2778 1.4251 0.9152 0.0092
3.3066 1.4304 0.8157 0.0102
3.4023 1.4654 0.7667 0.0119
3.3099 1.4388 0.9110 0.0220
3.2898 1.4306 0.9245 0.0053
3.3009 1.4302 0.8391 0.0121
3.3078 1.4356 0.8697 0.0120
3.2875 1.4250 0.8458 0.0123
3.2700 1.4232 0.9754 0.0200
3.3027 1.4367 0.9380 -0.0022
3.3531 1.4586 0.9367 0.0002
3.2983 1.4331 0.8955 0.0006
3.3485 1.4568 0.9442 0.0181
3.3373 1.4526 0.9934 0.0160
3.2996 1.4345 0.9134 0.0104
3.2537 1.4162 0.9977 0.0074
3.3112 1.4356 0.8499 0.0162
3.3238 1.4453 0.9214 0.0132
3.3050 1.4386 0.9995 0.0053
3.3064 1.4334 0.8484 0.0229
3.2962 1.4335 0.9272 0.0124
3.2586 1.4178 0.9487 0.0050
3.3295 1.4487 0.9487 0.0038
3.2664 1.4208 0.9344 0.0078
3.3561 1.4577 0.8867 0.0067
3.2850 1.4299 0.9987 -0.0016
3.3774 1.4569 0.7824 0.0100
3.3659 1.4453 0.7395 0.0282
3.3143 1.4415 0.9292 0.0226
3.3355 1.4377 0.7744 0.0113
3.3179 1.4437 0.9533 0.0090
3.3750 1.4657 0.8832 0.0136
3.3129 1.4353 0.8377 0.0278
3.2963 1.4348 0.9957 0.0251
3.2856 1.4286 0.9175 -0.0009
3.2871 1.4305 0.9622 0.0109
3.2944 1.4284 0.8507 0.0115
3.3352 1.4428 0.8163 0.0173
3.3710 1.4622 0.8586 0.0128
3.3281 1.4479 0.9419 0.0234
3.3427 1.4549 0.9862 0.0122
3.3203 1.4446 0.9472 0.0029
3.3531 1.4435 0.7618 0.0172
3.3575 1.4489 0.7867 0.0114
3.2785 1.4267 0.9605 0.0019
3.3403 1.4533 0.9474 0.0202
3.3443 1.4328 0.7221 0.0188
3.3580 1.4460 0.7649 0.0293
3.3463 1.4564 0.9737 0.0078
3.2942 1.4298 0.8711 0.0137
3.3200 1.4420 0.8874 0.0254
3.2534 1.4110 0.8562 0.0225
3.2890 1.4193 0.7866 0.0049
3.3789 1.4558 0.7697 0.0128
3.2665 1.4197 0.9037 0.0275
3.3009 1.4362 0.9505 0.0017
3.2936 1.4336 0.9892 0.0087
3.2991 1.4328 0.8852 -0.0003
3.2622 1.4189 0.9310 0.0200
3.3444 1.4557 0.9847 0.0029
3.3382 1.4530 0.9943 0.0041
3.3469 1.4554 0.9223 0.0181
3.3249 1.4374 0.8074 0.0133
3.3800 1.4470 0.7167 0.0174
3.3285 1.4427 0.8449 0.0078
3.3163 1.4425 0.9329 0.0193
3.3248 1.4412 0.8462 0.0242
3.2979 1.4347 0.9413 0.0072
3.2943 1.4339 0.9950 0.0098
3.3242 1.4309 0.7612 0.0360
3.2597 1.4188 0.9877 0.0016
3.3735 1.4551 0.7816 0.0152
3.3068 1.4386 0.9424 0.0338
3.2631 1.4139 0.8397 0.0144
3.3227 1.4330 0.7797 0.0215
3.3190 1.4446 0.9901 -0.0158
3.2746 1.4253 0.9889 0.0024
3.3606 1.4406 0.7265 0.0109
3.3175 1.4437 0.9631 0.0019
3.3208 1.4388 0.8387 0.0142
3.3176 1.4440 0.9798 0.0130
3.3173 1.4420 0.9101 0.0236
3.2524 1.4138 0.9110 0.0114
3.2500 1.4146 0.9849 0.0193
3.3327 1.4500 0.9453 0.0130
3.3025 1.4374 0.9806 0.0084
3.2632 1.4192 0.9283 0.0055
3.3062 1.4391 0.9945 0.0079
3.2581 1.4179 0.9663 0.0139
3.3867 1.4486 0.7102 0.0299
3.2619 1.4186 0.9284 0.0167
3.3462 1.4563 0.9678 0.0282
3.3217 1.4433 0.8964 0.0133
3.2956 1.4341 0.9585 0.0006
3.3124 1.4406 0.9272 -0.0053
3.2941 1.4232 0.7999 0.0090
3.3384 1.4482 0.8603 0.0095
