m1_source m2_source chi_1 cos_tilt_1 chi_2 cos_tilt_2 m_tot_source m_chirp_source q chi_eff lambda_1 lambda_2 ra dec D_L cos_theta_jn
1.8563 1.4427 0.0478 0.3197 0.0099 0.6155 3.2990 1.4224 0.7772 0.0113 423.6914 191.2998 1.0993 -0.9129 206.6888 -0.8767
1.8034 1.5542 0.0334 0.9808 0.0298 0.6929 3.3576 1.4567 0.8618 0.0271 380.1082 196.5565 1.5985 -1.1367 94.3261 0.4540
1.7958 1.5324 0.0274 0.2010 0.0304 0.7203 3.3282 1.4433 0.8533 0.0131 1710.7861 476.4075 1.4474 0.1817 136.3271 0.8680
1.6550 1.6470 0.0077 0.1223 0.0023 0.6792 3.3019 1.4372 0.9951 0.0012 138.5068 524.7406 4.0531 0.6617 155.7618 -0.7153
1.6840 1.5830 0.0471 0.6864 0.0015 -0.3414 3.2670 1.4212 0.9401 0.0164 1149.6593 782.0531 1.0366 0.0366 212.0572 -0.9780
1.7350 1.6049 0.0125 0.9432 0.0383 -0.4936 3.3399 1.4525 0.9250 -0.0030 773.6890 1204.8257 0.4802 -1.1813 105.1927 -0.4452
1.7220 1.5671 0.0134 0.6846 0.0476 -0.0016 3.2892 1.4298 0.9101 0.0048 100.5963 837.8121 1.3855 -0.1150 181.1089 0.9861
1.7476 1.5509 0.0073 -0.0717 0.0352 0.1437 3.2985 1.4327 0.8875 0.0021 607.5371 428.4703 4.4753 0.1162 170.9889 0.5276
1.6254 1.6183 0.0301 0.6505 0.0057 0.8732 3.2437 1.4119 0.9957 0.0123 431.8142 147.4333 4.6112 0.1662 244.5939 -0.9914
1.7945 1.5180 0.0228 0.1005 0.0483 0.4827 3.3125 1.4358 0.8459 0.0119 102.1630 165.0415 3.8377 0.6012 161.5957 0.7157
1.7839 1.4982 0.0243 0.5866 0.0282 0.2442 3.2821 1.4221 0.8398 0.0109 191.0350 683.8021 3.8660 0.0458 208.2084 -0.9798
1.8576 1.4865 0.0413 0.8424 0.0058 -0.9566 3.3441 1.4448 0.8002 0.0168 854.5523 326.6770 0.8384 -0.6464 131.3319 0.6004
1.7451 1.5761 0.0446 -0.5587 0.0368 0.4878 3.3212 1.4434 0.9032 -0.0046 191.8006 29.7867 0.4062 -0.2856 135.1545 0.7524
1.6936 1.6280 0.0123 0.9758 0.0275 0.6063 3.3216 1.4455 0.9613 0.0143 415.2650 149.3012 3.6336 0.4571 129.8950 0.5261
1.8438 1.4769 0.0130 0.9389 0.0008 0.9447 3.3207 1.4348 0.8010 0.0071 58.7446 325.2265 1.3554 0.0349 164.1232 0.9472
1.7619 1.5425 0.0186 0.9534 0.0202 0.5541 3.3044 1.4345 0.8755 0.0147 268.5318 392.3550 0.8716 -0.3372 165.8737 -0.6946
1.8367 1.4609 0.0457 0.7157 0.0383 0.2328 3.2976 1.4241 0.7954 0.0222 279.2075 756.3901 4.8266 0.5538 201.6827 0.8482
1.7160 1.5839 0.0441 0.8758 0.0177 0.0904 3.2999 1.4350 0.9230 0.0208 677.0934 166.6177 3.6809 0.6767 165.1630 -0.8329
1.7565 1.5494 0.0135 0.7254 0.0462 0.2623 3.3059 1.4356 0.8821 0.0109 361.4773 116.5788 4.1213 0.4704 162.2011 0.7682
1.7985 1.4743 0.0004 -0.1127 0.0140 0.8440 3.2728 1.4162 0.8197 0.0053 135.9869 375.1180 1.1188 -0.4723 228.2882 0.9697
2.0474 1.3225 0.0381 0.9167 0.0249 0.5613 3.3699 1.4257 0.6459 0.0267 66.0670 90.2699 4.2723 0.3684 195.5494 0.8223
1.8293 1.4784 0.0352 0.4742 0.0139 -0.8402 3.3077 1.4300 0.8082 0.0040 527.9448 2143.5705 4.3632 0.5437 179.7902 -0.6465
1.8078 1.4855 0.0242 -0.2116 0.0330 0.4929 3.2932 1.4252 0.8217 0.0045 318.3046 146.0069 4.2318 0.4139 196.4294 0.9360
1.7136 1.5710 0.0340 0.4996 0.0115 0.9098 3.2846 1.4281 0.9168 0.0138 247.1715 998.4179 4.3000 0.3183 187.7600 0.8491
1.7334 1.5836 0.0374 0.0086 0.0094 -0.0921 3.3169 1.4420 0.9136 -0.0002 55.3107 103.5973 1.0413 -0.0699 140.1043 -0.6767
1.7229 1.5721 0.0122 -0.2734 0.0022 0.2781 3.2950 1.4324 0.9125 -0.0015 170.8543 63.2224 1.3027 -0.8120 171.9587 -0.8101
1.6912 1.5739 0.0030 -0.1048 0.0048 0.7899 3.2651 1.4201 0.9306 0.0017 341.8220 330.9612 4.1865 0.4461 214.3829 0.9388
1.7831 1.4912 0.0112 -0.6184 0.0262 0.4845 3.2744 1.4184 0.8363 0.0020 159.5794 69.4600 3.8479 0.5895 220.0717 0.9631
1.8102 1.5274 0.0049 -0.4778 0.0381 0.5914 3.3376 1.4465 0.8438 0.0090 54.0350 413.8012 1.5134 -0.2469 125.7162 -0.1700
1.6677 1.6282 0.0494 0.6426 0.0455 -0.4574 3.2959 1.4345 0.9763 0.0058 1621.7135 859.7898 3.2933 0.6992 165.0984 0.8922
1.6816 1.6621 0.0232 0.0393 0.0370 0.8658 3.3437 1.4554 0.9884 0.0164 191.6184 1424.3183 3.4705 0.6936 97.5540 -0.1675
2.0049 1.3792 0.0303 0.9718 0.0454 0.7199 3.3840 1.4426 0.6879 0.0308 60.8797 242.8478 3.5380 0.8338 139.3691 -0.7593
1.8086 1.4999 0.0417 0.3830 0.0353 0.8704 3.3084 1.4325 0.8293 0.0227 113.5254 440.1417 4.5520 -0.0022 173.4535 -0.8577
1.7682 1.5221 0.0419 0.4389 0.0101 0.5992 3.2903 1.4274 0.8608 0.0127 179.4470 409.2246 0.9897 -0.5709 190.4845 0.7863
1.7322 1.6324 0.0170 0.6709 0.0036 0.8200 3.3646 1.4638 0.9424 0.0073 941.2191 1263.3537 3.1848 0.6835 70.2480 -0.1071
1.7614 1.5848 0.0342 0.4113 0.0452 0.2055 3.3462 1.4541 0.8997 0.0118 193.1310 1247.8518 1.0545 -0.9244 101.3931 -0.5430
1.8985 1.4296 0.0483 0.9282 0.0309 -0.7317 3.3281 1.4313 0.7530 0.0158 118.0270 48.7654 0.7443 -0.6688 176.3958 0.9838
1.7170 1.6085 0.0478 0.4468 0.0037 -0.3839 3.3255 1.4466 0.9368 0.0104 259.8868 183.7933 0.6908 -0.3646 125.6969 -0.4602
1.6955 1.6034 0.0448 0.8111 0.0198 0.4867 3.2989 1.4353 0.9457 0.0233 364.4140 2601.8958 3.4083 0.9585 164.3037 0.8940
1.7793 1.5524 0.0460 0.9551 0.0367 0.5346 3.3317 1.4462 0.8725 0.0326 1944.0226 822.2184 1.1384 -0.5547 128.2928 0.4501
1.6794 1.6683 0.0279 -0.5260 0.0090 0.9113 3.3477 1.4572 0.9934 -0.0033 492.1887 233.2153 4.4781 -0.2244 90.3180 0.2814
1.7031 1.5862 0.0184 0.6134 0.0065 -0.7600 3.2892 1.4306 0.9314 0.0035 112.8906 535.9384 0.5924 -0.4085 178.3896 0.8303
1.7997 1.4816 0.0068 -0.0389 0.0296 0.9260 3.2813 1.4202 0.8232 0.0122 333.6289 135.3015 4.2719 0.3510 214.7540 0.9884
1.6919 1.6028 0.0278 0.2252 0.0020 0.8447 3.2947 1.4335 0.9473 0.0041 107.3666 324.3395 1.3439 -0.6551 169.4093 -0.7185
1.8072 1.5328 0.0413 0.9408 0.0391 0.4504 3.3401 1.4480 0.8482 0.0291 527.0414 1520.7141 4.1731 -0.1333 122.0743 -0.4090
2.0346 1.3511 0.0417 0.9714 0.0239 0.6967 3.3858 1.4374 0.6641 0.0310 44.8990 192.2296 3.7440 0.8300 156.1510 -0.8304
1.7712 1.5648 0.0483 0.6373 0.0317 0.5243 3.3360 1.4487 0.8835 0.0241 1888.9970 676.7861 1.1037 -1.2850 119.4545 0.6440
1.7018 1.5813 0.0137 -0.6209 0.0498 0.5483 3.2830 1.4279 0.9292 0.0087 518.0785 52.5697 1.3625 -0.2751 188.2052 0.8470
1.7580 1.5511 0.0447 0.4395 0.0185 0.6622 3.3092 1.4370 0.8823 0.0162 102.0307 772.1812 1.4923 -0.0447 157.7354 0.8648
1.7517 1.5921 0.0318 0.6816 0.0004 -0.8662 3.3438 1.4535 0.9089 0.0112 6.3059 583.2009 3.9061 0.5876 103.4314 0.2117
1.7654 1.5388 0.0403 0.6442 0.0340 0.7364 3.3042 1.4342 0.8717 0.0255 1336.1796 66.6605 3.5660 0.8707 167.9690 -0.8980
1.7325 1.5945 0.0452 0.6830 0.0496 0.9854 3.3270 1.4467 0.9203 0.0395 275.1824 3585.1832 1.1501 0.2599 127.5113 -0.7609
1.6849 1.6222 0.0120 0.1133 0.0359 0.7417 3.3070 1.4392 0.9628 0.0137 267.6823 303.8421 0.8069 -0.9816 150.2283 -0.6508
1.7447 1.5752 0.0009 0.4849 0.0189 0.9827 3.3199 1.4428 0.9029 0.0090 209.0817 432.8023 0.9620 -0.7070 138.2117 0.0007
1.7018 1.5815 0.0108 0.5297 0.0035 -0.1709 3.2832 1.4280 0.9293 0.0027 352.3889 31.8677 4.0904 0.5326 187.3551 0.6928
1.7269 1.5578 0.0492 0.4842 0.0390 0.9970 3.2847 1.4275 0.9020 0.0310 686.8160 571.3907 0.8781 -1.0408 191.3253 -0.9508
1.6782 1.6439 0.0334 0.8452 0.0319 -0.0483 3.3220 1.4459 0.9795 0.0135 269.6909 2535.8053 3.5665 0.5868 128.2209 -0.6828
1.7447 1.5298 0.0485 0.8378 0.0407 -0.5632 3.2745 1.4216 0.8768 0.0109 804.3087 1236.3086 0.7721 -0.1785 209.7012 0.9766
1.8090 1.5323 0.0440 0.6953 0.0377 -0.0563 3.3413 1.4484 0.8470 0.0156 55.0620 673.8984 1.0594 -0.1389 120.0662 -0.3873
1.7626 1.5906 0.0208 0.5815 0.0327 0.7286 3.3532 1.4573 0.9025 0.0177 571.0086 93.5163 0.7836 -1.2969 91.5661 0.3698
1.8242 1.4661 0.0268 0.8006 0.0302 0.8851 3.2904 1.4220 0.8037 0.0238 74.3436 854.1517 4.4982 0.4210 209.1962 -0.9914
1.6538 1.6535 0.0182 0.6025 0.0017 0.3852 3.3073 1.4396 0.9998 0.0058 128.8004 350.6304 1.0600 0.0615 148.3320 -0.7332
1.8342 1.5141 0.0322 -0.1798 0.0150 0.7370 3.3484 1.4495 0.8255 0.0018 72.1919 35.3615 4.3608 0.5849 115.5306 -0.3152
1.6658 1.6498 0.0386 0.7128 0.0498 0.1679 3.3156 1.4432 0.9904 0.0180 1074.5100 51.5835 0.8672 -0.9513 137.4078 -0.6517
1.8942 1.4448 0.0466 0.8736 0.0075 -0.5631 3.3390 1.4375 0.7627 0.0213 7.0566 870.5781 1.4375 0.1529 156.0462 0.8690
1.9821 1.4036 0.0359 0.1769 0.0489 0.9627 3.3858 1.4478 0.7081 0.0232 142.4202 1508.1194 1.0496 0.0959 121.0317 -0.4755
1.6691 1.6266 0.0317 -0.3052 0.0422 0.9776 3.2957 1.4344 0.9745 0.0155 787.4632 623.9999 3.5767 0.9336 166.6887 0.9493
1.8630 1.4633 0.0248 0.7406 0.0497 0.6087 3.3263 1.4353 0.7854 0.0236 1020.1893 917.3767 1.5489 -0.0054 163.6420 -0.9067
1.6510 1.6455 0.0180 0.0551 0.0490 0.6750 3.2965 1.4349 0.9966 0.0170 723.0897 79.8862 1.5138 0.0484 165.2621 -0.9074
1.8183 1.5211 0.0021 0.8595 0.0142 -0.1857 3.3394 1.4467 0.8365 -0.0002 88.5667 950.9221 0.7674 -0.9456 124.2606 -0.6647
1.7123 1.5610 0.0478 0.5480 0.0460 -0.1160 3.2733 1.4230 0.9116 0.0112 934.5051 458.7447 0.9060 -0.7442 205.4263 0.7863
1.7358 1.6057 0.0230 0.2160 0.0031 0.5918 3.3415 1.4531 0.9250 0.0035 343.1806 10.2611 1.3518 -0.3906 103.9111 0.0557
1.7275 1.5799 0.0240 0.1056 0.0066 -0.3768 3.3074 1.4379 0.9146 0.0001 94.7283 197.6624 1.3310 -0.3843 153.7004 0.4574
1.9126 1.4105 0.0459 0.2446 0.0400 0.8906 3.3232 1.4266 0.7375 0.0216 58.7214 729.9905 4.5800 0.1679 192.6512 -0.8906
1.7400 1.5960 0.0269 -0.5470 0.0442 0.8785 3.3360 1.4505 0.9172 0.0109 1125.5408 1121.1082 3.7743 0.6798 113.1073 0.1757
1.6858 1.5990 0.0351 0.5028 0.0035 0.9178 3.2848 1.4292 0.9485 0.0106 933.3210 104.2301 3.9480 0.6538 183.6318 -0.8500
1.8494 1.4711 0.0223 0.9487 0.0270 0.0539 3.3206 1.4341 0.7954 0.0125 57.3758 267.0196 4.4407 0.0454 167.3266 0.8076
1.6817 1.5948 0.0308 0.5490 0.0456 -0.1700 3.2765 1.4256 0.9483 0.0049 616.8104 1071.4040 4.3070 0.3340 195.6122 0.8895
1.7535 1.6021 0.0481 0.9841 0.0356 -0.8962 3.3556 1.4588 0.9137 0.0095 166.8842 371.8794 3.1876 0.4300 86.3386 -0.5992
1.7733 1.6004 0.0433 0.6857 0.0388 0.2256 3.3738 1.4662 0.9025 0.0198 55.8693 498.2610 5.1014 0.2168 63.7823 0.0643
1.7707 1.5646 0.0139 -0.0119 0.0110 -0.7607 3.3352 1.4484 0.8836 -0.0040 120.4050 156.1529 4.4132 0.0659 118.3012 0.4348
1.7465 1.5343 0.0393 0.8363 0.0166 0.6197 3.2809 1.4245 0.8785 0.0223 1541.3676 55.0356 4.5607 -0.0482 200.7611 -0.9737
1.7283 1.5629 0.0183 0.9528 0.0430 0.3590 3.2912 1.4304 0.9043 0.0165 246.8056 494.5711 4.1231 -0.1637 180.5549 -0.9589
1.7664 1.5855 0.0362 -0.0473 0.0429 0.6790 3.3520 1.4565 0.8976 0.0129 59.6214 319.3651 1.6014 -0.0290 93.9160 -0.4595
1.8700 1.4228 0.0269 0.7057 0.0472 0.4500 3.2928 1.4173 0.7608 0.0200 212.7617 251.4678 1.2665 -0.3918 224.8581 0.9718
1.6843 1.6472 0.0141 0.3326 0.0274 -0.2253 3.3316 1.4500 0.9780 -0.0007 43.5453 190.3374 1.4010 -0.2308 113.7353 0.4805
1.8260 1.4851 0.0489 0.9258 0.0268 0.0132 3.3111 1.4321 0.8133 0.0251 519.9605 322.2706 3.7904 0.5296 175.0852 0.7779
1.7708 1.5332 0.0075 0.4071 0.0212 0.0881 3.3040 1.4337 0.8659 0.0025 48.9125 327.5786 1.4547 0.1321 167.8045 0.9701
1.9053 1.4138 0.0478 0.9235 0.0405 0.5411 3.3191 1.4256 0.7421 0.0347 1319.1345 947.5987 4.0610 0.5884 196.6884 0.8041
1.7378 1.5463 0.0496 0.0091 0.0498 0.5817 3.2841 1.4266 0.8898 0.0139 63.5772 1166.3681 1.3365 -0.3614 192.6205 0.7763
1.7054 1.6149 0.0442 0.6094 0.0163 0.8810 3.3204 1.4446 0.9469 0.0208 407.0630 848.9822 4.3714 0.1952 133.1139 0.5452
1.8352 1.4730 0.0223 0.5532 0.0251 0.4974 3.3082 1.4296 0.8027 0.0124 259.7876 332.2404 4.0645 0.6859 182.3413 0.8676
1.8787 1.4464 0.0479 0.5121 0.0354 0.1029 3.3251 1.4326 0.7699 0.0154 153.7319 809.8567 3.7833 0.5829 171.6775 0.8888
1.7377 1.5460 0.0430 0.9482 0.0324 0.8751 3.2837 1.4264 0.8897 0.0350 843.3237 2712.3977 0.5227 -0.7678 195.0505 0.9865
1.7154 1.5833 0.0128 0.3731 0.0147 0.5125 3.2987 1.4344 0.9230 0.0061 92.1551 626.1422 1.0519 0.0520 165.6068 -0.9301
1.7847 1.5104 0.0484 0.7863 0.0420 -0.2131 3.2951 1.4283 0.8463 0.0165 1.4529 1162.9136 1.1777 -0.5543 187.5496 0.8488
1.7473 1.5629 0.0241 0.5156 0.0112 -0.5403 3.3101 1.4381 0.8945 0.0037 24.4549 524.1590 0.8708 -0.2369 152.8405 -0.6801
1.7108 1.5601 0.0374 0.4452 0.0109 0.8645 3.2709 1.4219 0.9119 0.0132 235.1188 585.4885 0.5504 -0.1329 209.0278 -0.9584
1.8574 1.5143 0.0226 0.4047 0.0018 0.9752 3.3717 1.4585 0.8153 0.0058 549.1789 2509.0580 0.5247 -0.2375 86.3811 0.3399
1.8346 1.4730 0.0027 0.4133 0.0250 0.5692 3.3076 1.4294 0.8029 0.0070 62.7177 90.9924 0.2833 -0.6457 182.7423 -0.9238
1.7047 1.5576 0.0400 0.8655 0.0066 0.2734 3.2623 1.4183 0.9138 0.0190 468.8565 73.1880 1.0799 -0.3941 222.5273 0.9978
1.6828 1.6705 0.0460 -0.2517 0.0277 0.5769 3.3533 1.4596 0.9927 0.0022 860.7098 41.2443 0.3442 -1.2990 82.8521 0.3391
1.6645 1.6479 0.0265 0.8626 0.0032 -0.4517 3.3124 1.4418 0.9900 0.0108 469.6097 2167.6264 1.2998 -0.4513 141.5597 0.4995
1.8278 1.4915 0.0198 -0.2660 0.0439 0.6349 3.3193 1.4359 0.8160 0.0096 773.6417 1701.1482 3.9756 0.0560 160.4774 -0.6036
1.9714 1.3821 0.0486 0.7384 0.0269 0.3862 3.3536 1.4325 0.7011 0.0254 131.3779 11.6836 4.4590 -0.1099 173.0987 0.9091
1.6467 1.6359 0.0409 0.4137 0.0009 -0.8191 3.2826 1.4288 0.9934 0.0081 722.3692 395.5053 3.7435 0.2542 184.4900 -0.9790
1.7473 1.5347 0.0228 0.4306 0.0317 0.2513 3.2820 1.4250 0.8783 0.0089 122.8559 206.1046 1.1724 -0.4898 198.4130 0.9254
1.6820 1.6529 0.0375 0.5577 0.0217 0.1540 3.3349 1.4515 0.9827 0.0122 66.2381 1665.7213 2.0232 0.7096 109.5496 0.9304
1.6497 1.6326 0.0326 0.1333 0.0048 0.2617 3.2822 1.4287 0.9896 0.0028 19.9251 8.0802 1.3034 -0.7127 185.2801 -0.8881
1.7260 1.5865 0.0398 -0.1674 0.0236 0.9554 3.3125 1.4403 0.9192 0.0073 401.0296 561.7853 4.0827 -0.3082 145.8210 -0.8581
1.8172 1.5157 0.0493 0.7780 0.0154 -0.8040 3.3329 1.4436 0.8341 0.0153 908.8477 391.5418 4.4136 -0.2916 135.4879 0.8150
1.6823 1.6697 0.0250 0.0911 0.0196 0.8631 3.3521 1.4591 0.9925 0.0096 61.7738 732.4703 0.1246 -0.5082 85.9216 -0.2128
1.7675 1.5584 0.0392 0.7382 0.0239 -0.0516 3.3259 1.4443 0.8817 0.0148 1431.2273 132.2464 4.4983 -0.1629 133.3218 0.6610
1.8662 1.4464 0.0498 0.2897 0.0393 0.6386 3.3126 1.4279 0.7750 0.0191 146.2537 3601.6549 4.7887 0.2017 187.6877 0.8964
1.6785 1.6188 0.0397 0.5284 0.0269 0.2497 3.2973 1.4350 0.9644 0.0140 340.4453 288.9301 1.0080 -1.1025 165.0260 -0.8477
1.8027 1.4983 0.0241 0.8183 0.0315 0.7406 3.3010 1.4295 0.8312 0.0213 119.2610 424.1363 3.8066 0.6786 183.7835 0.7390
1.8387 1.4623 0.0290 -0.1324 0.0459 0.8354 3.3011 1.4256 0.7953 0.0148 195.2660 2490.2372 1.0982 -0.0309 195.6733 -0.9964
1.8525 1.4588 0.0394 0.3899 0.0465 0.7256 3.3113 1.4291 0.7875 0.0235 149.4874 310.5105 1.5620 -1.1197 184.9100 0.8553
1.6965 1.6101 0.0229 -0.3350 0.0413 0.7215 3.3066 1.4387 0.9490 0.0106 195.1551 336.1525 1.3662 0.0988 152.3296 0.8466
1.7670 1.5423 0.0295 0.9159 0.0087 0.6518 3.3092 1.4364 0.8728 0.0171 146.1565 358.8889 4.0739 0.8837 159.8184 -0.5612
1.6721 1.6561 0.0304 0.4988 0.0036 0.8121 3.3282 1.4487 0.9904 0.0091 288.7486 1257.8625 1.3966 0.2652 118.6414 0.8063
1.7987 1.5116 0.0395 0.5081 0.0473 0.6277 3.3103 1.4344 0.8404 0.0245 232.6716 481.1159 3.9341 0.7629 167.2306 -0.8143
1.6477 1.6291 0.0457 0.6430 0.0448 -0.1172 3.2768 1.4263 0.9887 0.0122 235.4779 541.5256 1.3204 -0.2839 194.3377 0.8482
1.7935 1.5350 0.0402 0.9138 0.0105 0.4153 3.3285 1.4436 0.8559 0.0218 471.8316 553.6914 1.0595 -0.6078 136.3502 0.6191
1.7222 1.5561 0.0456 0.5698 0.0255 0.1302 3.2783 1.4248 0.9036 0.0152 1198.9367 297.6642 1.2142 -0.5110 199.4153 0.8880
1.9369 1.4023 0.0461 0.5723 0.0372 0.9999 3.3392 1.4310 0.7240 0.0309 595.8599 1098.3414 1.0645 -0.6763 178.1492 0.6455
1.6776 1.6189 0.0193 -0.0757 0.0291 0.8508 3.2965 1.4346 0.9650 0.0114 78.5948 388.2756 4.4096 0.1129 165.7520 0.8493
1.8847 1.4490 0.0307 0.4453 0.0054 -0.6217 3.3338 1.4362 0.7688 0.0063 428.1481 151.4386 4.4504 0.3337 158.8400 -0.5938
1.6739 1.5913 0.0054 0.3993 0.0374 0.9967 3.2651 1.4207 0.9507 0.0193 373.2810 610.8983 1.4901 -0.5948 214.1485 -0.9248
1.6594 1.6124 0.0422 0.3377 0.0411 -0.0334 3.2718 1.4240 0.9717 0.0066 791.0241 99.9736 0.8893 -0.7762 201.7512 -0.9600
2.0003 1.3864 0.0429 0.7272 0.0398 0.0030 3.3867 1.4449 0.6931 0.0185 6.8518 106.3385 3.2036 0.8983 130.5079 -0.9734
1.7299 1.6174 0.0205 0.9359 0.0346 0.0706 3.3473 1.4560 0.9350 0.0111 1754.1269 662.0206 3.5253 0.8732 95.0614 0.2499
1.7162 1.5678 0.0478 0.5239 0.0072 -0.1348 3.2840 1.4277 0.9135 0.0126 569.7445 495.9311 1.6071 -0.1456 189.2396 -0.9113
1.7425 1.5795 0.0458 0.3617 0.0322 0.0289 3.3219 1.4439 0.9065 0.0091 330.6227 199.4761 1.7017 -0.9616 134.4514 0.7521
1.7012 1.5825 0.0416 0.3506 0.0400 0.4037 3.2838 1.4282 0.9302 0.0153 553.5743 72.0864 1.4300 -0.0168 187.4754 0.9030
1.9701 1.3846 0.0500 0.5082 0.0322 0.8347 3.3546 1.4333 0.7028 0.0260 399.7726 185.6034 3.4901 0.7267 169.7441 -0.9230
1.7542 1.6001 0.0348 0.0346 0.0456 0.6583 3.3543 1.4582 0.9121 0.0150 210.0871 3032.2473 4.9306 -0.4609 88.5100 0.7323
1.7982 1.5749 0.0271 0.5557 0.0343 0.5500 3.3731 1.4644 0.8758 0.0168 435.1839 766.9585 1.2864 0.2136 68.8473 -0.1995
1.7060 1.5605 0.0419 -0.2229 0.0180 0.2084 3.2665 1.4201 0.9147 -0.0031 960.9109 1244.1585 1.1807 -0.5204 214.0174 0.8946
1.9090 1.4501 0.0447 0.0100 0.0464 0.7577 3.3591 1.4457 0.7596 0.0154 262.0741 512.4623 0.1820 -0.6443 128.3948 -0.8324
1.6773 1.6008 0.0441 0.7615 0.0374 0.2000 3.2781 1.4264 0.9544 0.0209 22.0497 927.0025 4.3181 0.3054 194.5957 0.8706
1.6895 1.6096 0.0158 -0.4322 0.0092 0.2400 3.2991 1.4355 0.9527 -0.0024 75.0202 55.8807 1.0358 -0.6536 161.7703 0.7022
1.7678 1.5131 0.0037 0.2371 0.0497 0.7044 3.2810 1.4229 0.8559 0.0166 515.3329 98.8441 4.3742 0.2383 205.3547 0.9297
1.7403 1.5917 0.0124 0.7735 0.0212 0.7508 3.3319 1.4486 0.9146 0.0126 335.7193 374.1659 0.7094 -0.2358 119.3393 0.4889
1.6773 1.6025 0.0280 -0.4983 0.0047 0.4455 3.2797 1.4271 0.9554 -0.0061 17.3882 746.5463 1.2478 -0.4952 189.1054 0.6983
1.6431 1.6316 0.0449 -0.0990 0.0165 0.9171 3.2747 1.4254 0.9930 0.0053 77.6876 610.2448 1.0232 -0.1289 196.8696 -0.8025
1.8473 1.4454 0.0253 -0.3022 0.0441 0.8282 3.2927 1.4204 0.7825 0.0117 136.9790 612.7719 4.3009 0.3044 213.5990 0.8306
1.8422 1.4586 0.0203 -0.4485 0.0332 0.6320 3.3008 1.4251 0.7917 0.0042 166.0582 156.0124 3.6788 0.6178 196.9033 0.9755
1.7578 1.5177 0.0287 -0.2349 0.0308 0.7592 3.2755 1.4211 0.8634 0.0072 472.1096 360.1963 1.5149 -0.4233 211.4627 -0.7253
1.7388 1.5814 0.0392 0.7233 0.0210 0.7065 3.3202 1.4433 0.9095 0.0219 135.2315 939.9315 3.9847 0.5425 137.6258 0.5863
1.8388 1.4930 0.0109 0.6321 0.0401 0.5526 3.3318 1.4409 0.8120 0.0137 585.4233 225.9312 3.8338 0.1842 144.2126 -0.6847
1.8493 1.4892 0.0330 0.8208 0.0233 0.9729 3.3385 1.4430 0.8053 0.0251 243.5501 147.6070 1.6340 0.2591 138.3882 -0.8942
1.8538 1.5162 0.0300 0.9424 0.0185 0.2436 3.3701 1.4581 0.8179 0.0176 72.0630 1530.0876 1.7019 0.1706 88.6397 -0.2212
1.6452 1.6092 0.0047 -0.8997 0.0255 0.7347 3.2544 1.4165 0.9782 0.0071 1706.6704 758.0384 0.9775 -0.5789 227.7914 0.9335
1.6802 1.6253 0.0233 -0.1981 0.0473 0.9602 3.3056 1.4386 0.9673 0.0200 450.9356 276.3676 1.4644 -1.1829 153.1244 0.9089
1.7473 1.5424 0.0353 0.8014 0.0137 0.9673 3.2898 1.4286 0.8828 0.0212 2190.0644 671.0214 4.5125 0.7244 186.3526 0.6366
1.7358 1.6019 0.0482 0.8520 0.0136 0.6647 3.3377 1.4514 0.9229 0.0257 133.1963 1133.4850 3.5118 0.6416 111.4657 -0.5373
1.8103 1.5521 0.0263 0.9027 0.0298 0.5826 3.3625 1.4584 0.8574 0.0208 609.4016 117.7893 3.1277 0.8646 88.0119 -0.6546
1.7325 1.5393 0.0265 0.8458 0.0209 -0.3890 3.2718 1.4211 0.8885 0.0081 1251.2301 1099.3790 4.4834 -0.0212 210.9317 0.9380
1.8554 1.5200 0.0452 0.2486 0.0285 0.6794 3.3754 1.4605 0.8192 0.0149 110.0932 289.1001 0.0370 -1.2040 81.1719 -0.5633
1.7634 1.5025 0.0411 0.7704 0.0407 -0.1036 3.2659 1.4161 0.8521 0.0152 229.9762 1328.2980 1.1411 -0.9513 229.4260 -0.9627
1.6866 1.5875 0.0220 0.0856 0.0055 0.5678 3.2742 1.4244 0.9413 0.0025 234.0141 335.8398 3.9086 0.6041 199.7594 0.9268
1.7733 1.5109 0.0248 0.8034 0.0119 -0.7503 3.2841 1.4240 0.8520 0.0067 597.6481 22.7835 3.9134 1.0800 200.7620 0.9861
1.6776 1.6085 0.0013 -0.8151 0.0329 0.6711 3.2861 1.4300 0.9588 0.0103 92.9481 417.5319 1.4304 0.1083 181.4949 0.8569
1.7453 1.5757 0.0387 0.3036 0.0316 0.7524 3.3210 1.4433 0.9028 0.0175 47.2502 189.8651 3.7113 0.0518 137.1357 -0.6489
1.9771 1.3735 0.0195 0.6854 0.0283 0.8641 3.3506 1.4298 0.6947 0.0179 5.3603 424.0373 1.6285 -0.0232 181.3706 -0.9983
1.7010 1.6060 0.0057 -0.7936 0.0338 0.8808 3.3070 1.4387 0.9441 0.0121 332.5994 1423.2344 4.4850 -0.0875 151.3711 0.8493
1.7063 1.6141 0.0195 0.0850 0.0301 0.5256 3.3204 1.4446 0.9460 0.0085 528.9117 58.4031 4.2445 0.4007 131.9873 0.5342
1.7033 1.5772 0.0384 0.1583 0.0149 0.3470 3.2805 1.4266 0.9259 0.0056 226.4172 504.3366 3.8017 0.6301 192.1312 0.9124
1.6909 1.6406 0.0290 -0.1722 0.0304 0.5290 3.3315 1.4499 0.9702 0.0054 177.0467 629.3086 4.9449 0.2560 114.4854 0.3883
