m1_source m2_source chi_1 cos_tilt_1 chi_2 cos_tilt_2 m_tot_source m_chirp_source q chi_eff lambda_1 lambda_2 ra dec D_L cos_theta_jn
1.8190 1.4827 0.0480 0.7978 0.0216 -0.3198 3.3017 1.4282 0.8151 0.0180 84.1189 956.1849 1.3556 -0.0896 187.7313 0.7770
1.7146 1.5452 0.0168 -0.5434 0.0033 -0.8872 3.2598 1.4166 0.9012 -0.0062 354.1018 129.6616 4.6240 0.8899 226.0565 0.9899
1.7384 1.5716 0.0019 0.8262 0.0363 0.8930 3.3101 1.4386 0.9040 0.0162 649.1227 2460.6268 1.4873 -0.4865 152.0428 -0.5787
1.9861 1.4228 0.0403 0.9376 0.0346 0.6403 3.4089 1.4594 0.7164 0.0313 132.0877 1028.4087 3.0893 0.3282 85.1321 -0.7324
1.6932 1.6429 0.0089 -0.8019 0.0201 0.6841 3.3361 1.4519 0.9703 0.0031 105.2954 464.3814 1.1701 -0.8165 107.6784 -0.3729
1.7303 1.5990 0.0443 0.3106 0.0006 0.0452 3.3293 1.4478 0.9241 0.0072 941.2224 1108.1012 3.4370 0.6388 121.1359 -0.6788
1.8004 1.5200 0.0218 -0.2341 0.0339 0.9912 3.3205 1.4391 0.8442 0.0126 115.8748 358.4075 4.4544 0.0112 150.4999 -0.7627
1.7325 1.5628 0.0171 0.4625 0.0088 0.1786 3.2954 1.4321 0.9020 0.0049 179.4547 419.5623 4.3766 0.1324 173.2825 0.7344
1.6992 1.5980 0.0403 0.5349 0.0059 -0.7269 3.2972 1.4344 0.9404 0.0090 7.1209 3427.5429 1.8314 -0.8427 165.7549 0.7393
1.7655 1.5686 0.0403 0.2567 0.0140 -0.2650 3.3341 1.4482 0.8885 0.0037 29.0254 132.6194 1.1450 0.4790 120.0765 -0.8782
1.8166 1.4954 0.0155 0.8973 0.0134 0.9843 3.3120 1.4335 0.8232 0.0136 176.5856 173.1260 1.4334 0.0351 169.2650 0.8711
1.8801 1.4868 0.0328 0.3907 0.0403 0.9748 3.3669 1.4535 0.7908 0.0245 150.0976 654.1341 1.5278 -0.0290 103.5992 0.4661
1.6628 1.6218 0.0454 0.4413 0.0461 0.2884 3.2846 1.4296 0.9754 0.0167 88.5759 792.9718 1.4155 -0.0749 183.1943 0.9320
1.7993 1.5638 0.0097 0.9666 0.0460 0.6547 3.3631 1.4596 0.8691 0.0190 8.0811 1623.1345 3.8744 0.6203 84.4867 0.4007
1.7443 1.6120 0.0044 0.6159 0.0085 -0.0070 3.3564 1.4596 0.9242 0.0014 137.2559 673.6955 1.3883 -1.1630 83.1929 -0.0309
1.6597 1.5982 0.0017 0.3155 0.0282 0.8691 3.2580 1.4178 0.9630 0.0123 12.4842 952.8478 4.0607 0.9335 223.5068 0.9870
1.6435 1.6144 0.0111 0.3842 0.0351 0.7390 3.2579 1.4180 0.9823 0.0150 80.9426 71.5069 1.0256 -0.5742 223.2794 0.9613
1.7375 1.6062 0.0343 0.3805 0.0167 0.7052 3.3437 1.4541 0.9245 0.0124 319.7622 142.7042 4.4736 -0.1715 101.5837 0.5024
1.8075 1.5611 0.0233 -0.5589 0.0142 0.5624 3.3685 1.4615 0.8637 -0.0033 60.6125 158.5394 6.0445 -1.1741 76.3605 0.5086
1.8093 1.5210 0.0493 0.1499 0.0200 0.5551 3.3303 1.4431 0.8407 0.0091 1255.3273 102.8833 0.9766 -0.6709 136.5904 0.5972
1.8214 1.5475 0.0464 0.8732 0.0383 -0.0008 3.3689 1.4606 0.8496 0.0219 575.3209 972.7789 0.9318 -0.6601 81.1770 0.3803
1.9633 1.4066 0.0385 0.8803 0.0261 0.5859 3.3699 1.4427 0.7164 0.0261 240.9587 160.3090 3.7236 0.9757 138.4359 -0.7643
1.9392 1.4182 0.0253 -0.1770 0.0492 0.9762 3.3575 1.4402 0.7313 0.0177 0.1321 461.7199 3.6488 0.9426 146.5360 -0.7544
1.7295 1.5824 0.0350 0.4011 0.0122 -0.2239 3.3118 1.4398 0.9149 0.0060 362.8442 1409.1203 0.5763 -0.2675 147.1636 0.8114
1.7067 1.6431 0.0116 -0.0323 0.0307 -0.0262 3.3498 1.4578 0.9628 -0.0006 116.5043 439.8763 4.7013 -0.3494 88.4323 0.4156
1.7084 1.5881 0.0417 0.6201 0.0042 0.6992 3.2965 1.4338 0.9296 0.0148 369.6051 241.4010 1.0768 -1.2768 168.9483 0.9592
1.7069 1.5796 0.0023 0.2244 0.0015 0.6145 3.2865 1.4292 0.9254 0.0007 11.4690 535.2676 1.0950 -0.6302 182.4274 -0.7498
1.6851 1.6155 0.0316 -0.4060 0.0448 0.9976 3.3006 1.4363 0.9587 0.0153 441.5421 519.2353 3.7428 0.6468 160.4437 0.8929
1.7673 1.5377 0.0491 0.3239 0.0168 -0.2773 3.3050 1.4344 0.8701 0.0063 197.8008 198.3352 3.9906 0.6388 165.8807 0.6436
1.7208 1.5605 0.0476 0.4540 0.0222 -0.2787 3.2814 1.4262 0.9068 0.0084 491.5597 93.5762 4.0643 0.9762 193.8563 0.9779
1.8069 1.5383 0.0074 0.5441 0.0284 -0.1765 3.3452 1.4504 0.8514 -0.0001 177.0141 167.9630 4.4376 -0.3458 112.0425 0.6741
1.8015 1.4768 0.0497 0.6374 0.0061 -0.2021 3.2783 1.4185 0.8198 0.0169 449.5485 662.9697 0.4920 -0.7731 220.7976 -0.9438
1.6500 1.6191 0.0482 0.6309 0.0289 0.4925 3.2691 1.4229 0.9813 0.0224 202.2935 2741.6648 1.4843 -0.0886 206.0894 -0.8404
1.6767 1.6520 0.0452 0.6607 0.0127 -0.3440 3.3287 1.4488 0.9853 0.0129 569.7664 382.2580 4.4195 0.4566 118.4876 -0.3495
1.6373 1.6346 0.0133 0.2492 0.0359 0.9726 3.2719 1.4242 0.9984 0.0191 442.5066 619.5532 3.6742 0.6305 202.0328 0.9741
1.6661 1.6382 0.0122 0.2422 0.0077 -0.2534 3.3042 1.4382 0.9833 0.0005 36.8756 783.3185 6.1855 -0.9026 152.6868 -0.9813
1.7916 1.5264 0.0095 0.7169 0.0378 -0.0383 3.3180 1.4387 0.8520 0.0030 219.8323 582.8467 1.4245 -0.5780 150.8338 -0.6565
1.7107 1.6278 0.0458 0.8256 0.0491 -0.5853 3.3384 1.4526 0.9515 0.0053 423.6974 494.6440 3.7975 0.0663 105.7116 -0.3791
1.7475 1.5576 0.0215 -0.4340 0.0401 0.3256 3.3051 1.4358 0.8913 0.0012 446.3048 246.2598 1.4415 0.1585 160.7065 0.9295
1.7792 1.5654 0.0369 0.6608 0.0383 0.1490 3.3446 1.4522 0.8798 0.0156 1178.9319 2330.6433 1.4599 -0.2341 107.2884 -0.2837
1.8824 1.4519 0.0289 -0.1095 0.0481 0.9935 3.3342 1.4367 0.7713 0.0190 886.3101 9.4072 1.0297 0.3464 158.1065 -0.8980
1.8034 1.4932 0.0346 0.5802 0.0319 0.5417 3.2966 1.4273 0.8280 0.0188 302.2457 856.7510 4.0237 1.0369 190.8607 -0.8396
1.8940 1.4309 0.0341 0.1470 0.0279 0.7412 3.3250 1.4304 0.7555 0.0118 21.8330 718.9308 1.2442 -0.4278 179.0000 0.7685
1.8241 1.4612 0.0299 0.6045 0.0495 0.6649 3.2853 1.4195 0.8011 0.0247 158.3228 5111.3476 3.9941 0.5617 217.6933 0.8248
1.6537 1.6206 0.0170 0.4077 0.0293 0.9437 3.2743 1.4252 0.9800 0.0172 1153.5982 429.7715 0.9304 -0.5864 198.2689 0.8986
1.7223 1.6057 0.0021 -0.3735 0.0183 0.9387 3.3280 1.4475 0.9323 0.0079 128.4477 597.9794 1.0767 0.1987 122.6545 -0.7611
1.6976 1.6208 0.0103 0.6245 0.0123 0.2131 3.3184 1.4440 0.9548 0.0046 471.6800 883.5066 1.4068 0.3638 133.5275 0.7352
1.7942 1.5042 0.0374 0.8488 0.0089 -0.7195 3.2985 1.4291 0.8384 0.0144 334.4884 212.5886 3.9242 0.5581 184.5658 0.8196
1.7492 1.5830 0.0275 -0.6729 0.0454 0.8862 3.3322 1.4483 0.9050 0.0094 210.6191 495.7324 1.1883 -0.5070 119.7151 0.3140
1.8127 1.5312 0.0349 0.4844 0.0103 0.8257 3.3439 1.4493 0.8447 0.0130 38.6902 645.6497 0.5734 -0.7258 116.6854 0.5527
1.7839 1.5330 0.0063 -0.2700 0.0362 0.9433 3.3169 1.4388 0.8594 0.0149 332.8080 918.2084 0.8222 -0.2280 151.6641 -0.6924
1.7145 1.5991 0.0153 -0.1295 0.0135 0.7721 3.3136 1.4413 0.9327 0.0040 117.1886 127.3367 4.4421 0.2452 142.6400 -0.3286
1.8078 1.5403 0.0337 0.7311 0.0027 -0.8543 3.3481 1.4517 0.8520 0.0122 919.5325 54.2026 3.5262 0.7764 108.5564 0.6160
1.7121 1.5676 0.0286 0.1207 0.0317 0.8329 3.2797 1.4259 0.9156 0.0144 389.5114 2573.5494 0.9424 -0.1466 194.8315 -0.8736
1.7045 1.6092 0.0273 0.6805 0.0479 0.6210 3.3137 1.4416 0.9441 0.0240 2460.7358 1968.6435 1.3149 0.1917 142.5211 0.6801
1.6720 1.5895 0.0220 0.3139 0.0195 0.9344 3.2615 1.4191 0.9507 0.0124 415.9780 625.6081 4.2161 0.6723 219.0337 -0.9886
1.6715 1.6298 0.0494 -0.0357 0.0394 0.8913 3.3013 1.4368 0.9750 0.0164 867.4188 592.6112 0.0492 -1.2574 158.5517 0.9773
1.9207 1.4313 0.0294 0.9350 0.0261 -0.4369 3.3520 1.4403 0.7452 0.0109 126.9285 66.9040 0.5471 -0.6658 145.6778 0.6318
1.6562 1.6237 0.0144 -0.4352 0.0311 0.8471 3.2800 1.4276 0.9804 0.0099 2312.9697 230.3441 3.9355 0.6425 188.9070 0.8284
1.7196 1.6218 0.0207 0.3670 0.0426 0.0559 3.3414 1.4537 0.9431 0.0051 46.5564 813.6129 1.7840 0.6290 101.9414 0.9098
2.0713 1.3787 0.0359 0.8077 0.0228 0.9554 3.4500 1.4651 0.6656 0.0261 117.3943 505.1228 4.9495 -0.5493 65.7416 -0.5376
1.6550 1.6248 0.0084 -0.9691 0.0446 0.7481 3.2798 1.4276 0.9818 0.0124 295.3718 397.0618 1.3184 -0.1608 189.9334 0.9249
1.8468 1.4636 0.0113 0.7205 0.0478 0.8981 3.3104 1.4293 0.7925 0.0235 881.7739 324.4503 4.8955 -0.0441 183.9521 -0.9759
1.7019 1.5928 0.0464 0.1808 0.0468 0.4125 3.2946 1.4331 0.9359 0.0137 361.4253 762.4813 0.5294 -1.3008 170.7421 0.9094
1.8517 1.5104 0.0441 0.3483 0.0275 0.5969 3.3621 1.4544 0.8157 0.0158 176.2148 610.7123 0.1819 -0.1796 100.6183 0.6418
1.6599 1.5582 0.0398 0.2948 0.0499 0.5009 3.2181 1.3999 0.9388 0.0182 2752.8113 169.2649 0.9001 -0.6176 287.1701 0.9990
1.6772 1.5901 0.0001 -0.5253 0.0204 0.9890 3.2673 1.4216 0.9481 0.0098 32.3123 182.0246 1.1684 -0.4950 210.3110 0.8287
1.9568 1.3871 0.0199 0.7670 0.0298 0.7309 3.3439 1.4300 0.7089 0.0180 18.9085 347.8965 1.6120 -0.1254 180.7820 -0.9494
1.8818 1.4704 0.0432 0.9543 0.0157 0.1211 3.3522 1.4459 0.7814 0.0240 96.0376 489.7966 4.3124 -0.5754 128.8354 0.9592
1.7064 1.5839 0.0396 0.0451 0.0439 0.6926 3.2904 1.4310 0.9282 0.0156 104.3201 1008.4639 0.9538 -0.1381 177.9879 -0.8561
1.6821 1.6182 0.0039 0.4981 0.0125 0.7479 3.3003 1.4362 0.9620 0.0056 19.5804 86.4504 0.4128 -0.2878 160.0832 0.9006
1.7287 1.5664 0.0402 0.3094 0.0455 0.4816 3.2950 1.4322 0.9061 0.0169 21.2276 1027.4509 1.0364 0.0064 174.1814 -0.8980
1.7782 1.5503 0.0157 0.3742 0.0440 -0.0245 3.3284 1.4447 0.8718 0.0026 137.0996 44.5049 4.4938 0.1644 131.2052 -0.1489
1.7471 1.5001 0.0316 0.9698 0.0096 -0.3039 3.2472 1.4085 0.8586 0.0151 121.2786 236.6200 3.9995 0.5601 256.8487 0.9371
1.7370 1.5572 0.0035 -0.8127 0.0012 0.6023 3.2942 1.4313 0.8965 -0.0011 1.0741 735.0173 4.6226 0.0024 175.2726 -0.7389
1.7450 1.5979 0.0104 0.0385 0.0055 0.6340 3.3429 1.4534 0.9157 0.0019 300.5500 101.3627 3.2964 0.5214 103.0156 -0.7064
1.7294 1.5558 0.0138 0.7742 0.0426 0.3960 3.2852 1.4276 0.8997 0.0136 41.5187 1063.1300 0.9054 -0.2236 189.6779 -0.9579
1.7666 1.5734 0.0160 0.7282 0.0008 0.9739 3.3400 1.4509 0.8906 0.0066 443.9427 97.4362 1.5312 0.0450 111.5661 -0.5995
2.0564 1.3523 0.0490 0.9737 0.0250 0.9468 3.4086 1.4454 0.6576 0.0382 220.9500 373.6137 3.2444 0.8622 130.1598 0.8084
1.6561 1.6196 0.0169 0.2822 0.0373 -0.0158 3.2757 1.4257 0.9780 0.0021 247.8674 2421.0973 1.5043 -0.1445 194.7866 -0.9807
1.7934 1.5420 0.0245 0.9001 0.0004 0.6318 3.3354 1.4469 0.8598 0.0120 56.7786 233.3145 0.7337 -0.2770 124.9626 -0.4835
1.9689 1.3874 0.0452 0.8672 0.0118 0.7279 3.3563 1.4344 0.7047 0.0266 234.1454 336.8702 4.5138 -0.1266 165.7565 0.9444
1.6552 1.6333 0.0413 0.6062 0.0027 -0.6934 3.2885 1.4314 0.9867 0.0117 1080.2370 144.9450 1.4643 -0.1992 176.7503 -0.9225
1.7075 1.6378 0.0448 0.6461 0.0270 -0.0501 3.3454 1.4558 0.9592 0.0141 1654.5797 1766.7936 3.6368 0.6546 95.4948 -0.1629
1.9092 1.4307 0.0482 0.6883 0.0166 -0.0519 3.3398 1.4358 0.7494 0.0186 1002.6629 1450.7707 1.5634 0.0121 161.1500 -0.7808
1.7039 1.5850 0.0375 0.3885 0.0296 0.4200 3.2889 1.4304 0.9302 0.0135 789.9702 1836.0774 1.1796 -0.6745 179.8019 -0.7832
1.9171 1.4058 0.0345 0.8427 0.0301 0.6707 3.3229 1.4257 0.7333 0.0253 266.3180 23.8911 4.1893 0.4636 196.3627 0.9180
1.6961 1.6482 0.0299 0.2282 0.0242 -0.3632 3.3443 1.4555 0.9718 -0.0009 30.8620 567.3888 3.5839 0.6622 96.1267 -0.2469
1.8130 1.5307 0.0283 0.9900 0.0093 0.5675 3.3437 1.4492 0.8443 0.0176 359.6410 758.2622 3.1606 0.4149 117.5418 -0.9777
1.8217 1.5361 0.0443 0.3433 0.0492 0.5316 3.3578 1.4552 0.8432 0.0202 303.2104 380.4303 3.3412 0.9120 98.4296 -0.5611
1.8459 1.5363 0.0178 0.7238 0.0421 0.1578 3.3822 1.4648 0.8322 0.0100 2.7903 294.0805 1.2426 0.5003 67.0303 0.0240
1.7532 1.5671 0.0104 -0.7124 0.0233 0.7358 3.3203 1.4425 0.8938 0.0042 200.6934 79.7595 4.8048 -0.3540 139.0365 0.9398
1.6530 1.6256 0.0205 -0.8239 0.0500 0.8728 3.2786 1.4270 0.9834 0.0131 404.1137 131.7531 4.4457 0.3314 191.6105 0.8932
1.6690 1.6371 0.0332 0.3828 0.0487 0.3950 3.3061 1.4390 0.9809 0.0159 91.7381 442.3548 3.4111 0.9187 151.9507 0.9914
1.8144 1.5183 0.0046 -0.1724 0.0150 0.9731 3.3328 1.4438 0.8368 0.0062 781.1588 1135.9889 4.4345 -0.0789 133.9951 0.5220
1.7818 1.5294 0.0290 0.5820 0.0258 0.0239 3.3112 1.4363 0.8583 0.0094 422.6410 180.0031 4.2141 0.4492 160.0795 0.7191
1.7497 1.5993 0.0144 0.6119 0.0384 -0.4197 3.3490 1.4560 0.9140 -0.0031 173.7433 476.1913 0.2898 -0.5606 93.7178 -0.4172
1.8112 1.4910 0.0050 -0.6325 0.0242 0.4675 3.3022 1.4292 0.8232 0.0034 108.3179 9.1303 3.9950 0.5573 182.7144 0.9402
1.9023 1.4099 0.0221 0.9891 0.0319 0.8543 3.3122 1.4225 0.7411 0.0241 160.9599 634.7962 4.1507 0.5138 207.2238 0.8052
1.8708 1.5054 0.0294 0.3934 0.0423 0.6613 3.3763 1.4593 0.8047 0.0189 27.2672 510.2661 0.3130 -0.0732 85.0380 -0.0366
1.7573 1.5881 0.0242 0.2135 0.0297 0.7995 3.3453 1.4539 0.9037 0.0140 35.8522 742.8250 4.7137 0.8349 102.3166 0.1343
1.6578 1.6212 0.0435 0.5779 0.0094 0.9252 3.2790 1.4272 0.9779 0.0170 632.8596 49.3171 4.4503 0.3672 191.7178 -0.7976
1.8710 1.5112 0.0265 0.3121 0.0238 0.2553 3.3822 1.4622 0.8077 0.0073 131.6793 2597.9131 3.3330 0.6813 75.1845 -0.3920
1.6295 1.6099 0.0284 0.1127 0.0471 0.1070 3.2394 1.4100 0.9879 0.0041 421.4922 406.6331 1.0014 -0.6430 250.7895 0.9256
1.9540 1.3863 0.0441 0.9508 0.0120 -0.8288 3.3403 1.4286 0.7095 0.0204 57.9341 380.7554 4.0460 0.5099 185.5941 0.8844
1.7476 1.5714 0.0027 -0.6853 0.0478 0.8618 3.3190 1.4422 0.8992 0.0185 183.5937 677.4914 3.7933 0.8304 140.5971 -0.7215
1.7479 1.6251 0.0367 0.4267 0.0006 0.5949 3.3731 1.4671 0.9298 0.0083 288.0833 469.0263 3.2995 0.7669 59.8504 -0.1568
1.6844 1.6473 0.0470 0.8923 0.0068 -0.0672 3.3317 1.4501 0.9779 0.0210 83.7330 693.7671 4.0659 0.6394 115.2470 0.3716
1.6978 1.6668 0.0108 -0.5896 0.0463 0.6027 3.3646 1.4644 0.9817 0.0106 481.0989 140.5553 3.3283 0.7556 68.5616 0.0031
1.8487 1.4108 0.0051 0.7106 0.0066 0.3820 3.2595 1.4034 0.7631 0.0031 110.7284 1613.9569 4.2299 0.3350 273.4412 0.9267
1.6573 1.6381 0.0445 0.5515 0.0103 0.8030 3.2955 1.4344 0.9884 0.0165 2171.6422 1722.8023 4.5017 0.0673 166.3673 0.6132
1.8289 1.5179 0.0051 -0.2944 0.0002 -0.8443 3.3469 1.4493 0.8300 -0.0009 158.2877 777.2365 4.8268 0.5527 115.4163 0.3536
1.9012 1.4750 0.0320 0.4689 0.0472 0.1979 3.3762 1.4555 0.7758 0.0125 542.3077 350.3418 4.4864 -0.0251 96.4655 0.0140
1.6513 1.6216 0.0491 0.0817 0.0415 -0.0390 3.2729 1.4245 0.9820 0.0012 432.7065 64.5942 1.0080 -0.6125 199.2145 0.8602
1.7745 1.5231 0.0016 0.6967 0.0015 -0.8103 3.2976 1.4303 0.8584 0.0000 609.6532 580.2705 0.7976 -0.2722 178.8539 -0.8211
1.7416 1.5567 0.0054 -0.2527 0.0324 0.8374 3.2983 1.4329 0.8939 0.0121 338.8115 34.4171 0.7664 -0.3751 171.3212 0.8445
1.6942 1.6329 0.0199 0.7799 0.0424 0.3742 3.3271 1.4479 0.9638 0.0157 1027.9200 417.7072 1.1837 -0.4000 121.3770 0.2967
1.7867 1.5135 0.0314 0.5536 0.0324 0.7662 3.3002 1.4306 0.8471 0.0208 324.5154 129.0882 4.0843 0.5028 180.0550 0.7570
1.6471 1.6144 0.0321 0.4097 0.0399 0.1688 3.2614 1.4195 0.9801 0.0100 72.9684 1172.6629 4.4674 0.0989 216.9985 -0.9944
1.6476 1.6057 0.0460 0.1731 0.0078 -0.4847 3.2533 1.4159 0.9746 0.0022 469.9055 811.3972 1.2604 -0.4172 229.3299 0.9882
1.7622 1.5968 0.0208 0.7636 0.0377 0.3989 3.3591 1.4600 0.9061 0.0155 2007.7874 144.9088 1.0797 -0.0561 82.9146 -0.3860
1.7339 1.5808 0.0132 -0.6470 0.0378 0.5844 3.3148 1.4410 0.9117 0.0061 26.6391 234.2177 0.6019 -0.3163 143.8726 -0.8003
1.8869 1.4982 0.0474 0.6521 0.0368 0.2095 3.3851 1.4618 0.7940 0.0207 19.3190 546.7392 0.5366 -0.7089 77.2044 0.3252
1.8697 1.4696 0.0168 0.9258 0.0053 0.1759 3.3393 1.4409 0.7860 0.0091 48.6680 474.9210 3.6701 0.9887 144.1217 0.7843
1.8466 1.4864 0.0454 0.4834 0.0061 -0.0340 3.3330 1.4406 0.8049 0.0121 38.6684 1579.3163 4.3926 -0.0415 144.9792 0.6982
1.9413 1.4235 0.0477 0.7151 0.0019 0.9587 3.3647 1.4437 0.7333 0.0205 993.9976 659.3440 3.3124 0.7084 134.6466 0.8157
1.9323 1.4253 0.0426 0.9710 0.0067 0.8212 3.3576 1.4414 0.7376 0.0261 921.9617 4496.4929 4.3074 0.3310 142.5879 0.6129
1.6536 1.6458 0.0436 0.0731 0.0268 0.3051 3.2994 1.4362 0.9953 0.0057 103.3323 190.6836 4.4218 -0.1277 160.2282 0.7960
1.6657 1.6630 0.0417 0.8700 0.0400 -0.3916 3.3287 1.4489 0.9984 0.0103 2119.1479 1763.1776 1.3435 0.0639 118.0972 0.3599
1.6662 1.6454 0.0280 0.4885 0.0059 -0.4611 3.3116 1.4414 0.9875 0.0055 166.1744 151.7484 0.3609 -0.4887 142.8659 -0.9030
1.6660 1.6604 0.0240 0.3463 0.0368 -0.0426 3.3264 1.4479 0.9966 0.0034 314.9853 4.1456 3.5711 0.8408 121.0267 0.5969
1.6804 1.6285 0.0290 0.5879 0.0135 0.9799 3.3088 1.4400 0.9691 0.0152 52.5852 581.6246 0.5219 -0.7454 148.0711 -0.7556
1.6593 1.5947 0.0454 0.6246 0.0128 -0.9919 3.2540 1.4160 0.9611 0.0083 234.8848 1397.6551 4.1074 0.4725 229.4839 0.9423
1.6733 1.6601 0.0380 0.2710 0.0255 0.6923 3.3335 1.4510 0.9921 0.0140 853.1230 434.1217 4.4066 -0.4244 111.7630 0.7747
1.8876 1.5065 0.0423 0.9227 0.0214 -0.4735 3.3940 1.4661 0.7981 0.0172 1289.7449 593.2972 1.6105 -0.2738 63.1886 -0.1417
1.7196 1.5612 0.0335 0.1209 0.0098 0.6978 3.2808 1.4261 0.9079 0.0054 165.2061 662.5130 1.4698 0.0457 194.0443 0.9755
1.7504 1.5935 0.0152 0.3337 0.0263 0.6963 3.3439 1.4536 0.9104 0.0114 153.5912 842.7703 4.8220 0.6004 103.0351 0.0660
1.7140 1.5355 0.0270 0.3012 0.0075 -0.3660 3.2495 1.4119 0.8959 0.0030 1496.1114 575.4614 1.4112 -0.2795 243.5631 -0.9957
1.7657 1.4900 0.0075 0.3572 0.0316 0.5552 3.2556 1.4110 0.8439 0.0095 971.7761 763.2750 0.8885 -0.3980 247.1044 0.9716
1.7726 1.5452 0.0248 0.5810 0.0154 0.1872 3.3178 1.4401 0.8718 0.0090 420.9225 50.2599 1.3923 -0.4494 147.0202 -0.5810
1.6802 1.6244 0.0170 -0.3937 0.0448 0.7073 3.3045 1.4381 0.9668 0.0122 189.0402 96.4075 1.3238 -0.2856 154.3203 0.7035
1.7612 1.5622 0.0306 0.6232 0.0248 -0.3714 3.3234 1.4435 0.8870 0.0058 464.4612 480.9951 3.6265 0.8839 135.5439 -0.7015
1.6504 1.6501 0.0272 0.3937 0.0383 -0.2850 3.3005 1.4366 0.9998 -0.0001 152.8320 214.6672 4.5774 -0.0306 158.1704 0.7363
1.7882 1.5221 0.0357 0.8024 0.0249 -0.0029 3.3103 1.4353 0.8512 0.0155 801.0807 942.8664 3.8974 0.9110 163.0537 -0.6091
1.6827 1.5646 0.0495 0.4675 0.0382 -0.6026 3.2472 1.4123 0.9298 0.0009 2107.1965 223.7561 1.0028 -0.0009 241.0669 -0.9841
1.7087 1.5783 0.0245 0.7513 0.0296 0.4788 3.2870 1.4294 0.9237 0.0164 1261.1170 661.8887 4.1748 0.4451 183.6991 0.7322
1.7418 1.5477 0.0093 0.5766 0.0170 -0.1606 3.2894 1.4288 0.8886 0.0015 321.4874 115.4341 0.7363 -0.6768 184.3066 0.8876
1.7070 1.5541 0.0169 0.6342 0.0056 -0.1490 3.2611 1.4176 0.9104 0.0052 1222.7500 585.9672 3.9479 0.5912 223.4182 -0.9755
1.6898 1.6389 0.0201 0.5952 0.0339 0.2924 3.3287 1.4487 0.9699 0.0110 1669.1837 725.3533 0.7596 -0.7051 118.8465 0.3323
1.7127 1.5889 0.0029 0.9177 0.0298 -0.3607 3.3016 1.4359 0.9277 -0.0038 8.8227 60.7890 4.5289 -0.2921 160.1599 -0.9704
1.8516 1.5113 0.0424 0.7156 0.0437 0.3211 3.3629 1.4548 0.8162 0.0230 1887.9738 92.0577 4.8163 -0.4693 99.5141 0.4351
1.6356 1.6340 0.0204 0.0390 0.0459 0.1455 3.2696 1.4232 0.9990 0.0037 359.8609 1901.8849 1.4892 -0.2669 203.9128 -0.9717
1.6723 1.6474 0.0163 -0.1701 0.0463 0.2838 3.3197 1.4449 0.9851 0.0051 177.9407 359.7185 1.6847 -0.1293 131.0100 -0.7203
1.7633 1.5259 0.0305 0.9378 0.0009 -0.5299 3.2891 1.4272 0.8654 0.0151 616.1123 217.0148 4.1153 0.4818 190.6676 0.8816
1.8462 1.4908 0.0484 0.5366 0.0450 0.7739 3.3370 1.4426 0.8075 0.0299 834.0878 81.3388 4.2531 0.4306 140.0395 0.4121
1.6572 1.6526 0.0408 0.7801 0.0320 0.6811 3.3099 1.4407 0.9972 0.0268 2599.1363 83.7930 3.5629 0.1106 146.3636 -0.8679
1.7697 1.5312 0.0284 0.8448 0.0123 0.4685 3.3008 1.4323 0.8652 0.0156 147.8305 304.2112 1.2391 -0.4675 173.9158 0.6166
1.9441 1.3825 0.0308 0.4936 0.0178 0.8190 3.3266 1.4231 0.7111 0.0149 395.4254 419.5061 1.0544 -0.0085 203.4483 -0.9305
1.7129 1.5405 0.0418 0.3151 0.0427 0.6086 3.2534 1.4137 0.8994 0.0193 285.9928 1323.2836 4.3031 0.3226 238.0372 0.8901
1.7232 1.6165 0.0269 0.5108 0.0360 0.6875 3.3396 1.4528 0.9381 0.0191 642.2227 284.6440 0.9273 -1.2953 106.1443 0.6019
1.8136 1.4734 0.0216 -0.0376 0.0391 0.5703 3.2870 1.4215 0.8124 0.0096 220.5473 309.8304 1.4330 -0.3239 209.9779 -0.9567
1.9692 1.4055 0.0471 0.7584 0.0241 0.7408 3.3746 1.4442 0.7137 0.0283 117.2447 441.3455 3.4404 0.9861 133.7145 -0.6765
1.6903 1.5710 0.0347 0.6263 0.0473 0.5521 3.2613 1.4184 0.9294 0.0239 578.4560 2760.9841 1.1020 -0.9126 222.2347 -0.9129
1.8014 1.4934 0.0074 0.9661 0.0158 0.7377 3.2948 1.4266 0.8290 0.0092 265.8120 868.8198 3.7134 0.9824 192.2770 -0.9115
1.6463 1.6325 0.0328 0.6341 0.0213 0.1765 3.2788 1.4272 0.9916 0.0123 395.6685 1549.7276 4.4297 0.0397 191.0963 0.9639
1.7711 1.5485 0.0102 0.0614 0.0457 0.6968 3.3196 1.4411 0.8743 0.0152 216.9863 276.2903 4.4178 -0.0297 144.2387 0.7801
1.8493 1.4877 0.0452 0.6144 0.0109 -0.9867 3.3369 1.4422 0.8045 0.0106 448.4165 2050.1046 1.4323 0.0225 139.8533 0.6735
1.7730 1.5231 0.0112 0.5427 0.0189 0.7056 3.2961 1.4297 0.8590 0.0094 605.2163 219.2982 4.0533 0.5388 181.5946 0.9635
1.7858 1.5599 0.0146 0.7894 0.0181 0.2123 3.3457 1.4523 0.8735 0.0079 1260.5872 135.3064 2.2311 1.3805 106.7880 -0.8116
1.7458 1.5709 0.0207 0.2610 0.0379 0.3253 3.3167 1.4412 0.8998 0.0087 247.7792 163.6574 4.0960 0.5269 143.3392 0.6320
